fname,labels
157867-8-0-26.wav,siren
157867-8-0-27.wav,siren
157867-8-0-28.wav,siren
157867-8-0-3.wav,siren
157867-8-0-4.wav,siren
157867-8-0-5.wav,siren
157867-8-0-6.wav,siren
157867-8-0-7.wav,siren
157867-8-0-8.wav,siren
157867-8-0-9.wav,siren
157868-8-0-0.wav,siren
157868-8-0-1.wav,siren
157868-8-0-10.wav,siren
157868-8-0-11.wav,siren
157868-8-0-12.wav,siren
157868-8-0-13.wav,siren
157868-8-0-14.wav,siren
157868-8-0-15.wav,siren
157868-8-0-16.wav,siren
157868-8-0-17.wav,siren
157868-8-0-18.wav,siren
157868-8-0-19.wav,siren
157868-8-0-2.wav,siren
157868-8-0-20.wav,siren
157868-8-0-21.wav,siren
157868-8-0-22.wav,siren
157868-8-0-23.wav,siren
157868-8-0-24.wav,siren
157868-8-0-25.wav,siren
157868-8-0-26.wav,siren
157868-8-0-27.wav,siren
157868-8-0-3.wav,siren
157868-8-0-4.wav,siren
157868-8-0-5.wav,siren
157868-8-0-6.wav,siren
157868-8-0-7.wav,siren
157868-8-0-8.wav,siren
157868-8-0-9.wav,siren
158608-8-0-0.wav,siren
158608-8-0-1.wav,siren
158608-8-0-10.wav,siren
158608-8-0-2.wav,siren
158608-8-0-3.wav,siren
158608-8-0-4.wav,siren
158608-8-0-5.wav,siren
158608-8-0-6.wav,siren
158608-8-0-7.wav,siren
158608-8-0-8.wav,siren
158608-8-0-9.wav,siren
159738-8-0-0.wav,siren
159738-8-0-1.wav,siren
159738-8-0-10.wav,siren
159738-8-0-11.wav,siren
159738-8-0-12.wav,siren
159738-8-0-13.wav,siren
159738-8-0-14.wav,siren
159738-8-0-15.wav,siren
159738-8-0-16.wav,siren
159738-8-0-17.wav,siren
159738-8-0-18.wav,siren
159738-8-0-19.wav,siren
159738-8-0-2.wav,siren
159738-8-0-3.wav,siren
159738-8-0-4.wav,siren
159738-8-0-5.wav,siren
159738-8-0-6.wav,siren
159738-8-0-7.wav,siren
159738-8-0-8.wav,siren
159738-8-0-9.wav,siren
159742-8-0-0.wav,siren
159742-8-0-1.wav,siren
159742-8-0-10.wav,siren
159742-8-0-11.wav,siren
159742-8-0-12.wav,siren
159742-8-0-13.wav,siren
159742-8-0-14.wav,siren
159742-8-0-2.wav,siren
159742-8-0-3.wav,siren
159742-8-0-4.wav,siren
159742-8-0-5.wav,siren
159742-8-0-6.wav,siren
159742-8-0-7.wav,siren
159742-8-0-8.wav,siren
159742-8-0-9.wav,siren
159743-8-0-0.wav,siren
159744-8-0-0.wav,siren
159744-8-0-1.wav,siren
159744-8-0-10.wav,siren
159744-8-0-11.wav,siren
159744-8-0-12.wav,siren
159744-8-0-13.wav,siren
159744-8-0-2.wav,siren
159744-8-0-3.wav,siren
159744-8-0-4.wav,siren
159744-8-0-5.wav,siren
159744-8-0-6.wav,siren
159744-8-0-7.wav,siren
159744-8-0-8.wav,siren
159744-8-0-9.wav,siren
159745-8-0-0.wav,siren
159745-8-1-0.wav,siren
159745-8-1-1.wav,siren
159745-8-1-2.wav,siren
159745-8-1-3.wav,siren
159745-8-1-4.wav,siren
159745-8-1-5.wav,siren
159745-8-1-6.wav,siren
159745-8-1-7.wav,siren
159747-8-0-0.wav,siren
159747-8-0-1.wav,siren
159747-8-0-10.wav,siren
159747-8-0-11.wav,siren
159747-8-0-12.wav,siren
159747-8-0-13.wav,siren
159747-8-0-14.wav,siren
159747-8-0-15.wav,siren
159747-8-0-16.wav,siren
159747-8-0-17.wav,siren
159747-8-0-18.wav,siren
159747-8-0-19.wav,siren
159747-8-0-2.wav,siren
159747-8-0-20.wav,siren
159747-8-0-21.wav,siren
159747-8-0-3.wav,siren
159747-8-0-4.wav,siren
159747-8-0-5.wav,siren
159747-8-0-6.wav,siren
159747-8-0-7.wav,siren
159747-8-0-8.wav,siren
159747-8-0-9.wav,siren
159748-8-0-0.wav,siren
159748-8-0-1.wav,siren
159748-8-0-2.wav,siren
159748-8-0-3.wav,siren
159748-8-0-4.wav,siren
159748-8-0-5.wav,siren
159748-8-0-6.wav,siren
159748-8-0-7.wav,siren
159748-8-0-8.wav,siren
159748-8-0-9.wav,siren
159748-8-1-0.wav,siren
159748-8-2-0.wav,siren
159748-8-2-1.wav,siren
159748-8-2-2.wav,siren
159748-8-2-3.wav,siren
159748-8-2-4.wav,siren
159748-8-2-5.wav,siren
159748-8-2-6.wav,siren
159748-8-2-7.wav,siren
159748-8-2-8.wav,siren
159750-8-0-0.wav,siren
159750-8-0-1.wav,siren
159750-8-0-2.wav,siren
159750-8-0-3.wav,siren
159750-8-0-4.wav,siren
159750-8-0-5.wav,siren
159750-8-0-6.wav,siren
159750-8-0-7.wav,siren
159750-8-0-8.wav,siren
159751-8-0-0.wav,siren
159751-8-0-1.wav,siren
159751-8-0-10.wav,siren
159751-8-0-11.wav,siren
159751-8-0-12.wav,siren
159751-8-0-13.wav,siren
159751-8-0-14.wav,siren
159751-8-0-15.wav,siren
159751-8-0-16.wav,siren
159751-8-0-17.wav,siren
159751-8-0-18.wav,siren
159751-8-0-19.wav,siren
159751-8-0-2.wav,siren
159751-8-0-20.wav,siren
159751-8-0-21.wav,siren
159751-8-0-3.wav,siren
159751-8-0-4.wav,siren
159751-8-0-5.wav,siren
159751-8-0-6.wav,siren
159751-8-0-7.wav,siren
159751-8-0-8.wav,siren
159751-8-0-9.wav,siren
159752-8-0-0.wav,siren
159752-8-0-1.wav,siren
159752-8-0-10.wav,siren
159752-8-0-11.wav,siren
159752-8-0-12.wav,siren
159752-8-0-2.wav,siren
159752-8-0-3.wav,siren
159752-8-0-4.wav,siren
159752-8-0-5.wav,siren
159752-8-0-6.wav,siren
159752-8-0-7.wav,siren
159752-8-0-8.wav,siren
159752-8-0-9.wav,siren
159752-8-1-0.wav,siren
159752-8-2-0.wav,siren
159752-8-2-1.wav,siren
159752-8-2-2.wav,siren
159752-8-2-3.wav,siren
159753-8-0-0.wav,siren
159753-8-0-1.wav,siren
159753-8-0-2.wav,siren
159753-8-0-3.wav,siren
159753-8-0-4.wav,siren
159753-8-0-5.wav,siren
159753-8-0-6.wav,siren
159754-8-0-0.wav,siren
159754-8-1-0.wav,siren
159754-8-2-0.wav,siren
159754-8-3-0.wav,siren
159754-8-4-0.wav,siren
159755-8-0-0.wav,siren
159755-8-0-1.wav,siren
159755-8-0-2.wav,siren
159755-8-0-3.wav,siren
164053-8-0-0.wav,siren
164053-8-1-0.wav,siren
164053-8-2-0.wav,siren
164053-8-2-1.wav,siren
164053-8-2-2.wav,siren
164053-8-2-3.wav,siren
164053-8-3-0.wav,siren
164782-8-0-0.wav,siren
164782-8-0-1.wav,siren
164782-8-0-2.wav,siren
164782-8-0-3.wav,siren
164782-8-0-4.wav,siren
164782-8-0-5.wav,siren
164782-8-0-6.wav,siren
164782-8-0-7.wav,siren
165166-8-0-0.wav,siren
165166-8-0-1.wav,siren
165166-8-0-2.wav,siren
165166-8-0-3.wav,siren
165166-8-0-4.wav,siren
165166-8-0-5.wav,siren
165166-8-0-6.wav,siren
165166-8-0-7.wav,siren
165166-8-0-8.wav,siren
16772-8-0-0.wav,siren
184623-8-0-0.wav,siren
184623-8-0-1.wav,siren
184623-8-0-2.wav,siren
184623-8-0-3.wav,siren
184623-8-1-0.wav,siren
188004-8-0-0.wav,siren
188004-8-0-1.wav,siren
188004-8-0-2.wav,siren
203913-8-0-0.wav,siren
203913-8-0-1.wav,siren
203913-8-0-10.wav,siren
203913-8-0-11.wav,siren
203913-8-0-12.wav,siren
203913-8-0-2.wav,siren
203913-8-0-3.wav,siren
203913-8-0-4.wav,siren
203913-8-0-5.wav,siren
203913-8-0-6.wav,siren
203913-8-0-7.wav,siren
203913-8-0-8.wav,siren
203913-8-0-9.wav,siren
203913-8-1-0.wav,siren
203913-8-1-1.wav,siren
203913-8-1-2.wav,siren
203913-8-1-3.wav,siren
203913-8-1-4.wav,siren
203913-8-1-5.wav,siren
208652-8-0-0.wav,siren
208652-8-2-0.wav,siren
208652-8-4-0.wav,siren
208652-8-6-0.wav,siren
22601-8-0-0.wav,siren
22601-8-0-1.wav,siren
22601-8-0-10.wav,siren
22601-8-0-11.wav,siren
22601-8-0-12.wav,siren
22601-8-0-13.wav,siren
22601-8-0-14.wav,siren
22601-8-0-15.wav,siren
22601-8-0-16.wav,siren
22601-8-0-17.wav,siren
22601-8-0-18.wav,siren
22601-8-0-19.wav,siren
22601-8-0-2.wav,siren
22601-8-0-20.wav,siren
22601-8-0-21.wav,siren
22601-8-0-22.wav,siren
22601-8-0-23.wav,siren
22601-8-0-24.wav,siren
22601-8-0-25.wav,siren
22601-8-0-26.wav,siren
22601-8-0-27.wav,siren
22601-8-0-28.wav,siren
22601-8-0-29.wav,siren
22601-8-0-3.wav,siren
22601-8-0-30.wav,siren
22601-8-0-31.wav,siren
22601-8-0-32.wav,siren
22601-8-0-33.wav,siren
22601-8-0-34.wav,siren
22601-8-0-35.wav,siren
22601-8-0-36.wav,siren
22601-8-0-37.wav,siren
22601-8-0-38.wav,siren
22601-8-0-39.wav,siren
22601-8-0-4.wav,siren
22601-8-0-40.wav,siren
22601-8-0-41.wav,siren
22601-8-0-42.wav,siren
22601-8-0-43.wav,siren
22601-8-0-44.wav,siren
22601-8-0-45.wav,siren
22601-8-0-46.wav,siren
22601-8-0-47.wav,siren
22601-8-0-48.wav,siren
22601-8-0-49.wav,siren
22601-8-0-5.wav,siren
22601-8-0-50.wav,siren
22601-8-0-51.wav,siren
22601-8-0-52.wav,siren
22601-8-0-53.wav,siren
22601-8-0-54.wav,siren
22601-8-0-6.wav,siren
22601-8-0-7.wav,siren
22601-8-0-8.wav,siren
22601-8-0-9.wav,siren
24347-8-0-0.wav,siren
24347-8-0-1.wav,siren
24347-8-0-10.wav,siren
24347-8-0-11.wav,siren
24347-8-0-12.wav,siren
24347-8-0-13.wav,siren
24347-8-0-14.wav,siren
24347-8-0-15.wav,siren
24347-8-0-16.wav,siren
24347-8-0-17.wav,siren
24347-8-0-18.wav,siren
24347-8-0-19.wav,siren
24347-8-0-2.wav,siren
24347-8-0-20.wav,siren
24347-8-0-21.wav,siren
24347-8-0-22.wav,siren
24347-8-0-23.wav,siren
24347-8-0-24.wav,siren
24347-8-0-25.wav,siren
24347-8-0-26.wav,siren
24347-8-0-27.wav,siren
24347-8-0-28.wav,siren
24347-8-0-29.wav,siren
24347-8-0-3.wav,siren
24347-8-0-30.wav,siren
24347-8-0-31.wav,siren
24347-8-0-32.wav,siren
24347-8-0-33.wav,siren
24347-8-0-34.wav,siren
24347-8-0-35.wav,siren
24347-8-0-36.wav,siren
24347-8-0-37.wav,siren
24347-8-0-38.wav,siren
24347-8-0-39.wav,siren
24347-8-0-4.wav,siren
24347-8-0-40.wav,siren
24347-8-0-41.wav,siren
24347-8-0-42.wav,siren
24347-8-0-43.wav,siren
24347-8-0-44.wav,siren
24347-8-0-45.wav,siren
24347-8-0-46.wav,siren
24347-8-0-47.wav,siren
24347-8-0-48.wav,siren
24347-8-0-49.wav,siren
24347-8-0-5.wav,siren
24347-8-0-50.wav,siren
24347-8-0-51.wav,siren
24347-8-0-52.wav,siren
24347-8-0-53.wav,siren
24347-8-0-54.wav,siren
24347-8-0-55.wav,siren
24347-8-0-56.wav,siren
24347-8-0-57.wav,siren
24347-8-0-58.wav,siren
24347-8-0-59.wav,siren
24347-8-0-6.wav,siren
24347-8-0-60.wav,siren
24347-8-0-61.wav,siren
24347-8-0-62.wav,siren
24347-8-0-63.wav,siren
24347-8-0-64.wav,siren
24347-8-0-65.wav,siren
24347-8-0-66.wav,siren
24347-8-0-67.wav,siren
24347-8-0-68.wav,siren
24347-8-0-69.wav,siren
24347-8-0-7.wav,siren
24347-8-0-70.wav,siren
24347-8-0-71.wav,siren
24347-8-0-72.wav,siren
24347-8-0-73.wav,siren
24347-8-0-74.wav,siren
24347-8-0-75.wav,siren
24347-8-0-76.wav,siren
24347-8-0-77.wav,siren
24347-8-0-78.wav,siren
24347-8-0-79.wav,siren
24347-8-0-8.wav,siren
24347-8-0-80.wav,siren
24347-8-0-81.wav,siren
24347-8-0-82.wav,siren
24347-8-0-83.wav,siren
24347-8-0-84.wav,siren
24347-8-0-85.wav,siren
24347-8-0-86.wav,siren
24347-8-0-87.wav,siren
24347-8-0-88.wav,siren
24347-8-0-89.wav,siren
24347-8-0-9.wav,siren
24347-8-0-90.wav,siren
24347-8-0-91.wav,siren
24347-8-0-92.wav,siren
24347-8-0-93.wav,siren
24347-8-0-94.wav,siren
24347-8-0-95.wav,siren
24347-8-0-96.wav,siren
24347-8-0-97.wav,siren
24347-8-0-98.wav,siren
24347-8-0-99.wav,siren
26173-8-0-0.wav,siren
28426-8-0-0.wav,siren
28426-8-1-0.wav,siren
28426-8-2-0.wav,siren
30823-8-0-0.wav,siren
34952-8-0-0.wav,siren
34952-8-0-1.wav,siren
34952-8-0-2.wav,siren
34952-8-0-3.wav,siren
34952-8-0-4.wav,siren
34952-8-0-5.wav,siren
34952-8-0-6.wav,siren
34952-8-0-7.wav,siren
40717-8-0-0.wav,siren
40717-8-0-1.wav,siren
40717-8-0-2.wav,siren
40717-8-0-3.wav,siren
40717-8-0-4.wav,siren
40717-8-0-5.wav,siren
40717-8-0-6.wav,siren
40722-8-0-0.wav,siren
40722-8-0-1.wav,siren
40722-8-0-2.wav,siren
40722-8-0-3.wav,siren
40722-8-0-4.wav,siren
40722-8-0-5.wav,siren
40722-8-0-6.wav,siren
40722-8-0-7.wav,siren
40722-8-0-8.wav,siren
42117-8-0-0.wav,siren
42117-8-0-1.wav,siren
42117-8-0-10.wav,siren
42117-8-0-11.wav,siren
42117-8-0-12.wav,siren
42117-8-0-13.wav,siren
42117-8-0-14.wav,siren
42117-8-0-2.wav,siren
42117-8-0-3.wav,siren
42117-8-0-4.wav,siren
42117-8-0-5.wav,siren
42117-8-0-6.wav,siren
42117-8-0-7.wav,siren
42117-8-0-8.wav,siren
42117-8-0-9.wav,siren
42117-8-1-0.wav,siren
43805-8-0-0.wav,siren
43805-8-1-0.wav,siren
43805-8-2-0.wav,siren
43805-8-3-0.wav,siren
43805-8-4-0.wav,siren
43806-8-0-0.wav,siren
54898-8-0-0.wav,siren
54898-8-0-1.wav,siren
54898-8-0-10.wav,siren
54898-8-0-2.wav,siren
54898-8-0-3.wav,siren
54898-8-0-4.wav,siren
54898-8-0-5.wav,siren
54898-8-0-6.wav,siren
54898-8-0-7.wav,siren
54898-8-0-8.wav,siren
54898-8-0-9.wav,siren
57323-8-0-0.wav,siren
57323-8-0-1.wav,siren
57323-8-0-10.wav,siren
57323-8-0-11.wav,siren
57323-8-0-2.wav,siren
57323-8-0-3.wav,siren
57323-8-0-4.wav,siren
57323-8-0-5.wav,siren
57323-8-0-6.wav,siren
57323-8-0-7.wav,siren
57323-8-0-8.wav,siren
57323-8-0-9.wav,siren
57323-8-2-0.wav,siren
62878-8-0-0.wav,siren
62878-8-0-1.wav,siren
62878-8-0-2.wav,siren
66601-8-0-0.wav,siren
66601-8-0-1.wav,siren
66601-8-0-2.wav,siren
66601-8-0-3.wav,siren
66601-8-0-4.wav,siren
66601-8-0-5.wav,siren
66996-8-1-0.wav,siren
66996-8-3-0.wav,siren
70740-8-0-0.wav,siren
71177-8-0-0.wav,siren
71177-8-0-1.wav,siren
71177-8-1-0.wav,siren
71177-8-1-1.wav,siren
71177-8-1-2.wav,siren
71177-8-1-3.wav,siren
71177-8-1-4.wav,siren
71177-8-2-0.wav,siren
71177-8-2-1.wav,siren
74364-8-1-0.wav,siren
74364-8-1-1.wav,siren
74364-8-1-10.wav,siren
74364-8-1-11.wav,siren
74364-8-1-12.wav,siren
74364-8-1-13.wav,siren
74364-8-1-14.wav,siren
74364-8-1-15.wav,siren
74364-8-1-16.wav,siren
74364-8-1-17.wav,siren
74364-8-1-18.wav,siren
74364-8-1-19.wav,siren
74364-8-1-2.wav,siren
74364-8-1-20.wav,siren
74364-8-1-21.wav,siren
74364-8-1-22.wav,siren
74364-8-1-23.wav,siren
74364-8-1-24.wav,siren
74364-8-1-25.wav,siren
74364-8-1-26.wav,siren
74364-8-1-27.wav,siren
74364-8-1-3.wav,siren
74364-8-1-4.wav,siren
74364-8-1-5.wav,siren
74364-8-1-6.wav,siren
74364-8-1-7.wav,siren
74364-8-1-8.wav,siren
74364-8-1-9.wav,siren
74726-8-0-0.wav,siren
74726-8-0-1.wav,siren
74726-8-0-10.wav,siren
74726-8-0-11.wav,siren
74726-8-0-12.wav,siren
74726-8-0-13.wav,siren
74726-8-0-14.wav,siren
74726-8-0-15.wav,siren
74726-8-0-16.wav,siren
74726-8-0-2.wav,siren
74726-8-0-3.wav,siren
74726-8-0-4.wav,siren
74726-8-0-5.wav,siren
74726-8-0-6.wav,siren
74726-8-0-7.wav,siren
74726-8-0-8.wav,siren
74726-8-0-9.wav,siren
74726-8-1-0.wav,siren
74726-8-1-1.wav,siren
74726-8-1-2.wav,siren
74726-8-2-0.wav,siren
74726-8-2-1.wav,siren
74726-8-2-2.wav,siren
74726-8-2-3.wav,siren
74726-8-2-4.wav,siren
74726-8-2-5.wav,siren
75490-8-0-0.wav,siren
75490-8-0-1.wav,siren
75490-8-0-2.wav,siren
75490-8-1-0.wav,siren
75490-8-1-1.wav,siren
88121-8-0-0.wav,siren
88121-8-0-1.wav,siren
88121-8-0-2.wav,siren
88121-8-0-3.wav,siren
88121-8-1-0.wav,siren
88121-8-2-0.wav,siren
90014-8-0-0.wav,siren
90014-8-0-1.wav,siren
90014-8-0-2.wav,siren
90014-8-0-3.wav,siren
90014-8-0-4.wav,siren
90014-8-0-5.wav,siren
90014-8-0-6.wav,siren
90846-8-0-0.wav,siren
91396-8-0-0.wav,siren
91396-8-0-1.wav,siren
91396-8-0-2.wav,siren
91396-8-0-3.wav,siren
93567-8-0-0.wav,siren
93567-8-0-1.wav,siren
93567-8-0-10.wav,siren
93567-8-0-11.wav,siren
93567-8-0-12.wav,siren
93567-8-0-13.wav,siren
93567-8-0-14.wav,siren
93567-8-0-15.wav,siren
93567-8-0-16.wav,siren
93567-8-0-17.wav,siren
93567-8-0-18.wav,siren
93567-8-0-19.wav,siren
93567-8-0-2.wav,siren
93567-8-0-3.wav,siren
93567-8-0-4.wav,siren
93567-8-0-5.wav,siren
93567-8-0-6.wav,siren
93567-8-0-7.wav,siren
93567-8-0-8.wav,siren
93567-8-0-9.wav,siren
94020-8-0-0.wav,siren
94020-8-1-0.wav,siren
94636-8-0-0.wav,siren
94636-8-0-1.wav,siren
94636-8-0-10.wav,siren
94636-8-0-11.wav,siren
94636-8-0-12.wav,siren
94636-8-0-13.wav,siren
94636-8-0-14.wav,siren
94636-8-0-15.wav,siren
94636-8-0-16.wav,siren
94636-8-0-17.wav,siren
94636-8-0-18.wav,siren
94636-8-0-19.wav,siren
94636-8-0-2.wav,siren
94636-8-0-20.wav,siren
94636-8-0-21.wav,siren
94636-8-0-3.wav,siren
94636-8-0-4.wav,siren
94636-8-0-5.wav,siren
94636-8-0-6.wav,siren
94636-8-0-7.wav,siren
94636-8-0-8.wav,siren
94636-8-0-9.wav,siren
96657-8-0-0.wav,siren
96657-8-0-1.wav,siren
96657-8-0-2.wav,siren
96657-8-0-3.wav,siren
98525-8-0-0.wav,siren
98536-8-0-0.wav,siren
